Quantity,InvoiceDate,UnitPrice
3,6/13/2011 8:44,5.95
3,12/13/2010 11:21,2.51
6,12/5/2010 11:10,2.55
16,1/31/2011 12:09,0.85
40,11/29/2011 11:48,2.08
4,11/22/2011 13:41,5.95
4,3/10/2011 12:22,4.95
1,11/14/2011 15:27,16.63
10,9/19/2011 13:35,1.65
12,11/16/2011 10:14,1.65
24,6/22/2011 10:27,1.25
12,12/6/2011 8:52,1.65
2,7/20/2011 16:17,4.13
1,2/17/2011 11:19,5.79
1,11/14/2011 11:33,2.95
6,4/12/2011 15:30,3.25
6,3/28/2011 12:23,0.39
1,1/21/2011 17:05,4.13
1,3/25/2011 11:41,4.95
2,9/20/2011 12:53,4.25
1,4/18/2011 13:49,5.79
12,11/18/2011 13:06,0.0
10,7/7/2011 14:30,0.85
1,6/14/2011 12:41,8.5
8,12/14/2010 13:50,1.69
3,3/15/2011 15:37,1.49
6,12/6/2010 17:26,1.25
20,5/6/2011 8:10,0.85
48,12/2/2011 12:28,1.45
3,11/25/2011 15:47,1.45
20,12/13/2010 14:32,1.65
12,4/12/2011 10:58,1.25
1,11/30/2011 15:13,1.25
6,7/8/2011 12:18,0.42
1,2/17/2011 11:19,12.46
24,10/20/2011 14:18,0.55
6,11/3/2011 16:56,1.65
1,11/30/2011 9:50,15.0
12,7/31/2011 11:45,0.85
3,1/20/2011 11:15,1.25
2,11/21/2011 10:35,8.5
1,10/17/2011 13:31,4.13
6,11/27/2011 11:47,1.25
3,11/22/2011 15:43,3.29
12,11/21/2011 14:59,0.85
4,10/19/2011 10:38,1.65
2,11/10/2011 20:01,0.39
24,10/3/2011 12:47,0.42
3,3/20/2011 13:58,0.39
12,12/4/2011 10:10,1.25
1,9/18/2011 12:21,2.95
3,9/13/2011 11:26,1.25
3,5/9/2011 16:42,3.75
24,4/8/2011 11:43,2.55
2,12/4/2011 15:19,1.25
2,3/28/2011 12:13,0.55
-24,3/31/2011 17:16,4.15
4,12/1/2010 12:22,5.95
3,11/4/2011 10:08,1.25
6,6/30/2011 13:43,2.95
-12,1/28/2011 9:32,1.25
-1,7/14/2011 14:51,2.75
4,2/24/2011 11:54,1.25
1,6/14/2011 17:25,3.29
4,11/20/2011 13:16,1.25
6,3/8/2011 10:04,2.1
4,11/4/2011 15:50,3.75
2,11/28/2011 15:54,2.46
12,8/8/2011 13:42,0.42
4,11/27/2011 16:08,1.25
1,12/21/2010 13:06,2.51
12,12/16/2010 13:02,1.65
38,10/28/2011 14:38,0.19
3,8/3/2011 16:35,1.65
72,11/10/2011 11:06,1.79
24,8/1/2011 10:08,2.08
1,11/1/2011 13:44,1.25
4,1/25/2011 9:37,2.46
2,11/9/2011 16:14,11.63
16,2/15/2011 9:52,8.5
24,8/2/2011 8:49,0.42
1,9/15/2011 13:27,12.75
1,12/8/2010 12:08,1.65
7,12/8/2011 9:20,1.63
1,1/9/2011 11:02,2.95
2,9/29/2011 14:46,2.08
1,7/6/2011 16:33,1.25
25,5/15/2011 14:48,0.42
12,9/15/2011 9:34,1.45
12,12/8/2010 16:49,0.42
1,2/11/2011 10:40,4.13
1,11/17/2011 14:26,0.39
12,11/30/2011 10:48,1.25
3,11/17/2011 14:56,0.65
2,12/1/2010 12:35,1.95
12,10/7/2011 12:44,1.95
1,12/12/2010 14:27,6.75
2,7/28/2011 11:29,0.85
25,11/24/2011 10:38,0.42
1,6/3/2011 17:09,4.13
3,8/18/2011 13:01,7.95
1,7/12/2011 17:09,4.95
6,2/15/2011 14:49,1.65
2,12/1/2010 14:32,2.51
2,5/17/2011 15:33,1.63
1,1/24/2011 13:48,2.46
12,2/22/2011 13:59,1.25
640,10/20/2011 9:28,0.19
200,8/5/2011 11:00,0.34
1,11/24/2011 9:26,2.46
16,2/14/2011 14:39,8.5
3,6/17/2011 14:09,4.13
12,11/14/2011 8:16,0.75
10,5/25/2011 10:56,1.65
24,9/5/2011 9:49,0.42
1,2/23/2011 12:00,6.75
1,6/15/2011 13:05,1.25
10,10/5/2011 8:17,1.65
10,4/18/2011 15:05,1.25
24,9/20/2011 15:05,1.25
1,12/5/2011 17:36,2.95
24,2/17/2011 12:24,2.1
4,3/21/2011 11:52,3.75
3,11/9/2011 17:47,0.65
11,1/20/2011 18:01,3.29
1,9/18/2011 13:31,4.95
1,8/24/2011 9:36,8.29
5,3/22/2011 13:32,2.95
6,9/30/2011 14:45,4.13
3,6/2/2011 12:08,5.45
1,12/6/2010 11:26,3.95
12,12/1/2011 10:18,2.1
1,10/10/2011 17:12,3.29
4,8/4/2011 16:38,0.83
6,11/29/2011 11:23,16.63
10,9/29/2011 11:39,0.85
12,11/18/2011 13:30,1.65
1,7/8/2011 16:11,3.75
6,12/2/2010 9:41,1.06
3,11/14/2011 15:22,4.13
12,3/31/2011 12:36,1.25
1,10/31/2011 14:41,4.15
6,9/27/2011 14:31,0.29
10,8/17/2011 13:33,1.65
1,9/7/2011 12:02,1.25
10,8/2/2011 14:04,2.08
3,10/31/2011 10:38,4.95
3,12/5/2011 17:24,2.46
6,3/24/2011 13:16,0.39
6,10/12/2011 11:45,2.55
1,10/18/2011 17:00,4.98
1,6/15/2011 14:26,2.95
1,4/7/2011 19:49,3.29
2,9/29/2011 9:19,12.5
12,9/29/2011 13:38,1.25
-1,4/21/2011 16:42,5.95
1,12/7/2010 15:34,5.91
4,8/24/2011 16:46,5.95
12,10/19/2011 10:34,1.25
3,10/12/2011 12:47,0.85
2,5/3/2011 12:03,8.5
6,8/17/2011 14:47,2.95
1,2/13/2011 12:05,1.25
1,11/16/2011 15:52,4.95
10,7/29/2011 11:35,0.85
12,11/30/2011 13:13,1.25
1,3/14/2011 11:44,4.95
3,2/13/2011 14:40,1.25
1,9/29/2011 15:13,0.83
1,7/8/2011 16:26,3.75
1,6/1/2011 17:28,4.13
6,3/30/2011 12:00,1.69
1,4/26/2011 15:00,8.25
2,9/23/2011 12:50,1.25
1,2/14/2011 12:16,12.75
1,12/5/2011 16:05,1.65
10,9/19/2011 15:04,2.08
1,9/21/2011 15:34,5.79
8,9/22/2011 12:06,0.83
4,10/26/2011 11:19,3.75
1,5/10/2011 16:00,4.13
6,12/14/2010 12:22,2.55
1,10/3/2011 11:34,1.25
8,2/16/2011 9:56,3.75
24,8/23/2011 12:18,1.25
1,11/16/2011 15:52,1.25
5,6/21/2011 15:27,1.25
5,12/13/2010 9:35,3.36
24,9/5/2011 17:44,2.1
1,6/20/2011 15:20,12.46
12,7/21/2011 13:06,1.65
6,5/24/2011 10:50,2.95
432,12/9/2010 14:05,0.36
10,11/18/2011 17:20,0.85
1,11/9/2011 14:11,3.75
24,10/11/2011 10:36,1.25
16,11/16/2011 13:54,0.85
4,9/27/2011 12:26,2.95
4,6/8/2011 11:18,2.95
12,11/17/2011 13:16,0.85
1,9/5/2011 15:30,2.46
25,12/5/2011 16:48,0.42
1,5/24/2011 15:45,2.89
10,11/18/2011 9:58,1.65
1,10/11/2011 16:29,4.13
2,1/25/2011 15:13,18.0
3,1/6/2011 14:07,5.95
23,12/5/2011 17:24,0.83
12,8/16/2011 13:25,0.42
12,3/1/2011 11:55,0.85
1,12/8/2011 10:53,5.79
2,4/18/2011 13:13,0.83
1,12/5/2010 12:53,2.1
1,3/2/2011 17:33,1.45
12,10/6/2011 9:01,1.45
2,3/31/2011 14:34,5.79
5,12/5/2011 12:40,1.65
1,4/26/2011 9:48,2.46
6,5/22/2011 11:51,0.42
1,8/30/2011 12:40,1.63
3,1/13/2011 11:54,3.75
2,7/8/2011 13:52,4.13
1,5/3/2011 17:12,2.95
15,9/22/2011 17:19,0.75
12,6/13/2011 9:55,1.65
1,2/22/2011 16:32,2.46
-2,3/21/2011 16:15,4.95
2,6/12/2011 13:17,2.95
1,11/13/2011 13:01,1.45
4,4/6/2011 15:02,0.65
3,7/10/2011 13:32,1.25
4,2/11/2011 13:50,8.5
1,8/30/2011 10:29,0.83
24,3/21/2011 12:42,1.25
12,3/9/2011 11:53,1.25
21,11/8/2011 15:24,2.46
5,12/19/2010 14:16,2.95
2,5/16/2011 16:33,1.63
1,9/22/2011 12:41,4.95
1,5/27/2011 15:17,4.13
1,10/10/2011 12:37,9.95
1,2/2/2011 12:53,3.75
6,4/18/2011 14:01,2.55
4,9/26/2011 13:57,9.95
6,9/29/2011 15:29,2.1
6,10/17/2011 15:27,0.83
1,12/13/2010 15:07,7.95
1,6/14/2011 17:28,2.46
6,2/23/2011 12:27,1.65
1,4/1/2011 11:34,1.25
2,1/16/2011 15:50,1.45
12,4/19/2011 10:04,1.25
10,5/27/2011 14:29,1.65
1,6/23/2011 15:30,4.13
4,12/8/2011 9:20,3.29
6,6/14/2011 12:46,0.85
25,10/30/2011 11:49,0.42
10,9/23/2011 12:50,0.85
12,9/29/2011 10:23,1.45
1,3/27/2011 12:21,1.25
1,3/18/2011 12:08,14.13
12,7/19/2011 9:29,0.85
4,12/4/2011 13:15,4.25
4,8/31/2011 15:30,4.95
2,11/13/2011 16:18,0.55
12,12/14/2010 11:38,0.85
1,9/11/2011 13:58,6.25
24,8/25/2011 13:40,0.83
12,7/25/2011 15:22,0.42
12,1/12/2011 10:16,1.25
1,4/18/2011 13:52,0.83
2,3/18/2011 17:07,9.95
100,5/1/2011 14:59,0.65
12,6/2/2011 9:02,1.65
10,6/13/2011 8:40,1.65
1,11/21/2011 9:51,12.5
5,10/30/2011 12:26,3.75
4,10/13/2011 15:19,3.75
12,11/18/2011 10:52,0.85
5,12/7/2010 14:31,1.25
1,11/11/2011 17:58,7.46
1,5/11/2011 12:58,2.49
1,12/10/2010 14:59,3.36
10,8/19/2011 10:05,1.65
24,9/30/2011 14:06,0.42
10,8/2/2011 13:46,2.08
1,6/26/2011 14:54,2.55
8,9/7/2011 12:55,0.42
4,7/20/2011 16:17,2.46
24,9/13/2011 9:43,0.39
40,2/23/2011 11:39,2.46
10,12/5/2011 14:51,2.08
48,9/6/2011 11:55,0.06
1,7/6/2011 16:33,2.46
8,12/8/2010 12:24,3.75
2,8/30/2011 12:16,0.83
2,6/13/2011 13:32,4.15
1,4/17/2011 10:15,9.95
2,11/7/2011 12:29,3.95
1,10/18/2011 17:00,8.29
2,4/4/2011 10:52,3.75
2,9/22/2011 12:15,2.95
24,4/13/2011 9:32,1.25
1,12/5/2011 17:28,4.13
24,11/7/2011 10:23,0.29
6,10/26/2011 16:03,4.15
4,9/13/2011 11:14,2.55
2,7/4/2011 10:23,1.63
-2,5/17/2011 14:07,9.95
1,5/23/2011 15:25,0.83
3,2/1/2011 10:47,4.25
1,7/25/2011 17:11,0.83
2,11/29/2011 15:06,4.95
12,12/16/2010 13:33,1.25
240,6/15/2011 13:37,0.42
12,10/30/2011 15:19,0.29
2,1/13/2011 9:30,8.29
1,6/13/2011 11:33,0.42
7,7/3/2011 12:38,1.25
25,7/18/2011 14:28,0.42
2,10/31/2011 14:41,1.63
10,9/7/2011 12:21,1.65
5,1/5/2011 16:50,1.66
98,12/8/2011 11:21,2.46
3,10/19/2011 12:21,0.85
1,12/1/2010 13:21,12.75
2,7/26/2011 16:21,4.13
1,6/29/2011 15:58,4.13
2,12/21/2010 15:19,4.21
2,10/27/2011 14:39,1.65
1,8/5/2011 16:19,3.95
1,9/13/2011 9:03,0.0
6,3/28/2011 15:49,3.29
1,10/5/2011 17:28,4.15
24,7/7/2011 13:33,0.75
3,12/22/2010 13:46,4.65
8,4/28/2011 13:18,1.95
12,3/18/2011 14:02,1.25
9,8/17/2011 13:40,4.95
6,11/4/2011 14:49,2.89
1,10/9/2011 13:41,0.83
4,10/10/2011 16:02,2.46
4,7/5/2011 16:53,1.63
4,6/14/2011 11:47,1.69
20,9/28/2011 15:21,0.39
1,8/8/2011 15:42,8.29
1,6/5/2011 11:14,1.65
10,11/28/2011 12:19,0.79
1,2/11/2011 10:40,2.46
12,11/24/2011 9:26,2.46
1,11/23/2011 11:47,1.65
1,11/29/2011 16:47,15.79
24,11/15/2011 12:42,0.65
6,3/21/2011 12:42,1.25
36,1/19/2011 11:50,0.42
6,11/28/2011 13:21,2.89
1,12/1/2010 17:06,16.13
3,11/1/2011 12:48,1.25
2,4/17/2011 13:43,0.85
10,9/13/2011 9:43,2.08
1,11/30/2011 15:13,0.83
1,7/14/2011 18:56,0.42
2,12/7/2011 12:51,1.65
10,1/25/2011 10:45,1.63
1,10/18/2011 16:58,24.96
12,4/15/2011 11:44,0.85
36,11/10/2011 15:51,4.25
30,12/2/2011 10:21,1.06
12,8/3/2011 14:07,2.1
4,7/29/2011 10:58,4.95
2,12/12/2010 11:26,4.65
2,5/18/2011 14:50,2.55
12,3/10/2011 15:06,1.25
24,5/4/2011 10:15,0.42
4,5/11/2011 14:12,0.95
2,11/16/2011 15:16,1.63
24,11/2/2011 13:13,0.19
12,11/15/2011 15:22,1.45
12,5/12/2011 10:18,2.1
4,10/24/2011 17:07,4.13
1,11/11/2011 12:28,5.95
4,8/22/2011 10:08,4.15
36,10/10/2011 12:51,0.38
1,9/18/2011 15:32,1.25
1,10/31/2011 14:41,2.46
1,6/8/2011 17:59,1.63
2,9/18/2011 15:32,1.65
8,5/16/2011 13:35,0.42
2,4/19/2011 16:52,3.75
1,11/10/2011 12:16,6.75
2,12/9/2011 10:26,5.79
1,7/4/2011 12:18,2.55
12,11/23/2011 12:40,2.08
2,4/7/2011 13:11,1.95
96,5/5/2011 13:53,2.55
1,5/6/2011 15:40,16.63
6,6/28/2011 17:28,1.45
10,8/24/2011 15:04,1.25
1,5/25/2011 17:06,0.83
24,8/17/2011 13:33,1.25
12,10/7/2011 10:44,0.85
2,2/28/2011 10:30,0.85
1,11/10/2011 16:38,6.35
8,9/19/2011 15:01,0.83
10,1/14/2011 9:13,1.65
12,12/6/2010 11:10,1.25
6,9/16/2011 14:04,2.1
6,10/25/2011 12:00,2.08
1,12/1/2010 14:32,5.91
24,4/19/2011 10:48,0.85
1,10/6/2011 16:08,2.46
2,12/4/2011 11:56,8.5
1,12/9/2011 10:03,9.15
1,9/13/2011 16:05,2.46
1,10/13/2011 13:58,0.65
1,12/20/2010 10:14,4.21
4,12/14/2010 13:31,3.75
1,12/5/2010 15:47,7.95
1,11/3/2011 13:50,0.83
1,11/6/2011 14:29,2.89
1,6/9/2011 14:23,5.95
12,5/16/2011 10:48,1.45
6,9/11/2011 14:15,1.65
100,12/21/2010 15:05,1.65
10,6/16/2011 14:46,1.65
6,10/6/2011 9:38,1.95
10,10/5/2011 15:18,0.85
1,8/30/2011 12:26,10.79
1,11/6/2011 14:33,2.55
2,11/20/2011 12:36,0.42
2,12/4/2011 12:17,0.59
2,7/28/2011 11:29,1.25
36,1/21/2011 13:07,1.85
24,9/22/2011 14:53,0.55
1,1/20/2011 18:08,8.29
3,7/25/2011 16:57,2.46
10,11/9/2011 13:50,2.08
-2,8/9/2011 14:31,1.65
1,12/7/2011 13:53,0.79
8,8/21/2011 15:17,1.25
1,11/16/2011 15:23,3.29
1,9/21/2011 15:32,6.63
36,11/8/2011 16:15,1.65
2,11/1/2011 12:06,6.75
12,1/7/2011 15:27,2.95
72,12/16/2010 18:18,1.69
12,10/18/2011 15:05,2.1
4,11/8/2011 9:12,3.75
12,1/27/2011 8:30,0.85
2,11/11/2011 10:19,8.5
2,10/9/2011 12:19,2.08
12,4/4/2011 10:16,0.42
100,8/4/2011 13:15,1.79
1,8/28/2011 14:39,2.95
2,5/20/2011 14:35,11.95
3,9/30/2011 15:04,8.25
3,8/24/2011 10:22,4.96
6,5/15/2011 13:37,2.95
1,3/22/2011 17:00,3.75
1,10/6/2011 14:47,1.45
-12,7/1/2011 15:35,0.85
1,10/30/2011 15:19,12.75
3,12/7/2010 18:36,2.51
1,10/18/2011 16:58,2.46
72,6/20/2011 11:49,1.25
6,1/28/2011 12:48,2.55
2,6/23/2011 13:37,15.0
4,7/25/2011 14:35,4.15
3,9/13/2011 11:14,4.15
4,11/6/2011 15:17,4.95
3,5/18/2011 15:35,1.95
1,8/2/2011 16:11,4.13
96,5/4/2011 11:32,1.25
12,3/1/2011 11:36,0.85
-840,10/25/2011 14:31,0.0
1,1/18/2011 13:05,2.1
10,11/10/2011 10:45,1.65
1,12/6/2011 13:42,6.25
1,10/30/2011 12:51,4.95
1,9/23/2011 12:56,4.13
1,3/7/2011 13:33,2.1
5,12/8/2011 9:28,1.63
12,8/8/2011 11:45,1.25
20,6/13/2011 8:47,0.42
4,12/16/2010 9:31,3.75
12,12/14/2010 12:11,1.65
5,3/29/2011 12:31,1.65
200,1/10/2011 12:04,1.06
4,6/16/2011 13:24,4.95
2,11/20/2011 12:34,2.95
2,12/4/2011 15:00,2.95
2,9/2/2011 9:38,3.29
1,9/15/2011 16:37,1.63
1,11/18/2011 15:59,4.13
5,7/22/2011 14:53,1.65
12,5/16/2011 8:16,3.75
12,6/15/2011 10:29,3.25
2,6/14/2011 13:48,6.75
3,11/11/2011 9:05,3.29
24,11/29/2011 9:47,0.12
6,4/4/2011 12:10,3.75
12,11/6/2011 13:36,1.95
1,12/1/2011 13:08,0.85
3,12/16/2010 11:27,2.1
1,6/7/2011 17:13,8.29
6,9/2/2011 15:23,2.55
2,8/17/2011 13:21,9.95
1,8/30/2011 12:10,4.13
12,12/16/2010 9:31,1.25
3,3/27/2011 13:21,5.95
12,5/17/2011 10:57,0.85
1,4/4/2011 11:28,1.65
96,3/14/2011 13:25,1.65
8,3/18/2011 14:20,2.25
1,11/25/2011 16:14,12.46
1,11/16/2011 15:16,1.63
2,3/29/2011 13:28,3.75
3,9/8/2011 14:57,2.55
6,9/23/2011 14:49,3.75
24,11/27/2011 11:15,2.1
2,1/21/2011 17:05,1.63
5,11/4/2011 15:29,1.65
24,6/1/2011 11:27,1.25
8,12/4/2011 15:28,1.95
2,11/7/2011 13:45,1.45
1,4/10/2011 13:21,5.95
2,4/14/2011 19:59,10.75
6,8/5/2011 8:40,2.95
4,2/27/2011 13:47,1.69
6,1/17/2011 15:19,0.55
5,2/27/2011 11:57,2.1
10,9/28/2011 11:26,1.65
24,11/16/2011 13:21,1.25
12,6/28/2011 11:44,2.95
9,12/8/2011 9:28,0.83
1,12/6/2010 16:57,20.38
1,2/7/2011 12:29,24.96
12,12/14/2010 13:44,4.65
12,9/23/2011 12:58,1.45
1,6/30/2011 15:56,1.63
2,10/9/2011 14:45,1.25
18,9/25/2011 15:25,1.25
2,4/4/2011 10:52,2.1
12,9/29/2011 16:38,1.25
5,10/31/2011 14:41,2.46
6,10/19/2011 11:52,0.85
1,12/10/2010 9:51,2.51
12,6/16/2011 11:38,0.39
12,6/22/2011 12:44,1.65
3,3/6/2011 12:20,0.85
7,12/21/2010 15:40,3.36
1,4/14/2011 12:31,1.65
4,11/20/2011 10:36,4.95
1,11/7/2011 13:18,12.5
-4,11/14/2011 15:41,0.85
2,10/10/2011 15:15,18.0
24,12/9/2010 12:12,4.25
2,3/30/2011 17:33,0.85
2,11/13/2011 14:48,3.75
8,7/6/2011 12:32,1.25
6,7/24/2011 15:53,2.89
1,12/2/2010 15:46,1.25
12,2/17/2011 12:43,1.45
1,2/28/2011 16:47,7.46
1,9/13/2011 16:05,0.83
2,2/22/2011 12:56,0.42
16,11/9/2011 15:02,0.65
1,10/9/2011 15:24,2.95
96,6/12/2011 14:48,0.85
1,12/6/2011 13:42,4.25
3,9/20/2011 13:20,1.25
1,11/16/2011 12:08,0.83
1,3/11/2011 14:15,2.55
4,8/17/2011 11:37,4.15
96,1/6/2011 15:14,0.72
12,10/5/2011 9:42,1.65
4,11/22/2011 12:55,1.65
6,5/4/2011 11:21,2.95
7,9/12/2011 12:20,2.95
2,9/30/2011 14:41,3.75
1,9/7/2011 16:48,3.29
1,1/21/2011 17:05,4.96
1,7/18/2011 12:25,1.65
3,3/14/2011 12:28,5.45
1,7/29/2011 11:07,0.85
12,11/23/2011 11:40,0.85
4,11/24/2011 15:05,4.25
25,3/23/2011 16:35,0.42
2,5/9/2011 13:03,4.15
4,11/13/2011 13:27,1.69
12,1/5/2011 9:51,1.25
24,10/14/2011 15:26,0.39
14,11/18/2011 12:22,0.39
10,11/7/2011 11:30,2.08
10,5/9/2011 12:20,1.65
12,8/25/2011 13:40,1.65
2,10/7/2011 15:09,0.83
2,11/3/2011 17:39,1.25
4,10/16/2011 14:35,0.83
3,6/1/2011 15:34,1.25
4,12/15/2010 17:28,1.25
1,8/12/2011 16:30,0.83
1,7/31/2011 15:00,0.29
1,7/5/2011 16:47,2.46
1,4/4/2011 15:54,14.13
1,3/1/2011 16:22,7.46
1,10/5/2011 13:58,8.25
32,5/6/2011 15:01,0.85
1,2/4/2011 13:03,8.29
12,11/6/2011 10:29,0.85
3,7/27/2011 15:16,0.83
1,11/16/2011 12:26,2.89
1,4/26/2011 11:51,7.95
960,10/26/2011 12:11,0.9
2,3/17/2011 13:58,2.95
5,7/1/2011 17:23,2.08
3,9/18/2011 15:21,3.75
12,11/10/2011 14:29,1.25
10,10/12/2011 15:35,2.08
40,5/12/2011 10:45,1.69
2,1/10/2011 9:43,0.85
5,3/23/2011 15:30,0.83
8,11/29/2011 13:15,1.95
12,4/17/2011 11:56,0.85
1,11/22/2011 16:06,1.25
25,3/24/2011 12:08,0.42
1,11/30/2011 15:33,12.46
1,8/17/2011 12:34,4.13
12,12/6/2010 12:44,1.25
3,11/22/2011 15:45,1.25
4,3/15/2011 14:19,3.29
1,5/26/2011 17:15,5.95
1,3/6/2011 11:28,8.5
96,3/31/2011 13:40,1.45
1,10/20/2011 12:07,1.25
10,8/9/2011 14:48,2.08
10,8/3/2011 11:45,1.65
12,8/18/2011 11:40,2.1
10,11/21/2011 12:06,1.65
2,9/28/2011 15:50,1.25
1,12/5/2011 17:28,7.46
1,1/4/2011 11:34,5.95
12,6/9/2011 10:23,1.69
1,4/28/2011 16:21,10.79
6,7/14/2011 8:52,2.08
2,11/11/2011 17:58,2.46
72,8/25/2011 10:45,4.25
144,12/10/2010 15:31,1.06
4,10/20/2011 10:06,3.75
96,12/1/2010 11:27,1.85
3,9/27/2011 11:58,2.55
2,7/15/2011 16:27,4.13
4,3/16/2011 11:39,6.75
2,3/23/2011 12:44,8.5
6,12/1/2010 15:00,2.95
25,8/10/2011 15:37,0.42
2,11/1/2011 14:54,2.89
4,11/30/2011 10:49,8.5
50,11/22/2011 10:44,0.42
1,2/21/2011 18:15,0.83
1,11/7/2011 14:51,2.55
6,12/1/2011 12:14,2.49
10,7/8/2011 8:48,2.08
3,11/28/2011 13:56,0.85
1,11/15/2011 17:00,3.29
4,9/22/2011 12:45,0.83
2,9/26/2011 15:28,1.63
12,6/29/2011 14:53,0.65
1,12/17/2010 14:54,0.43
12,11/7/2011 10:58,0.42
25,11/17/2011 9:49,0.42
1,12/15/2010 17:28,0.55
25,5/22/2011 13:51,0.42
4,1/10/2011 14:57,2.95
4,4/14/2011 12:39,1.25
8,9/1/2011 18:07,1.25
6,11/28/2011 14:39,2.55
4,7/7/2011 12:10,4.95
2,8/23/2011 15:24,1.65
2,5/19/2011 10:47,6.25
9,7/26/2011 12:04,4.95
1,5/10/2011 15:07,4.13
6,7/14/2011 9:26,9.95
6,11/11/2011 9:46,2.95
1,11/9/2011 16:14,5.79
6,11/8/2011 16:55,2.95
4,6/19/2011 15:36,1.25
4,9/28/2011 11:38,4.15
1,1/12/2011 9:26,4.24
2,11/30/2011 14:33,2.1
1,2/2/2011 15:48,1.95
10,11/3/2011 13:01,1.25
25,2/22/2011 17:13,0.42
6,4/28/2011 10:03,2.55
2,11/20/2011 12:22,12.75
12,1/28/2011 15:45,0.85
3,12/7/2010 15:34,16.13
6,4/1/2011 13:20,5.95
10,5/10/2011 11:44,6.75
12,8/12/2011 13:40,1.65
1,6/8/2011 17:59,5.79
4,6/21/2011 14:29,5.95
6,12/6/2010 16:58,1.25
1,9/18/2011 11:51,8.5
1,10/5/2011 12:13,8.25
10,10/30/2011 15:57,2.08
8,12/9/2011 8:48,3.75
1,4/7/2011 19:49,2.46
96,9/22/2011 15:03,3.75
12,12/19/2010 14:16,0.42
12,11/29/2011 10:45,0.85
4,10/12/2011 15:01,3.75
10,4/14/2011 12:00,1.65
1,6/16/2011 13:57,12.75
5,5/9/2011 16:27,2.08
2,9/7/2011 12:44,20.79
2,9/18/2011 15:41,4.95
5,7/12/2011 16:11,1.63
-6,9/15/2011 16:37,4.95
1,12/1/2010 11:49,2.95
2,6/6/2011 14:12,0.59
12,11/28/2011 13:53,1.25
6,7/29/2011 13:28,2.95
2,3/18/2011 12:35,1.95
1,10/9/2011 10:29,4.95
2,7/20/2011 13:53,4.15
2,4/26/2011 16:53,4.95
1,12/6/2011 11:41,0.85
25,2/20/2011 15:06,0.42
6,11/25/2011 12:24,5.95
4,11/3/2011 15:56,5.79
4,8/1/2011 12:48,4.95
4,3/18/2011 9:55,3.75
1,1/12/2011 15:06,1.65
11,10/17/2011 14:29,2.08
7,7/11/2011 14:04,0.39
10,11/23/2011 12:33,1.65
25,4/8/2011 11:33,0.42
25,12/13/2010 15:37,0.55
10,5/11/2011 9:28,2.08
1,9/29/2011 15:13,2.46
24,11/9/2011 9:38,0.85
5,9/18/2011 14:27,1.25
12,10/28/2011 10:10,0.85
1,12/21/2010 13:06,1.66
1,12/9/2010 14:09,0.85
1,12/3/2010 11:28,4.21
1,12/12/2010 12:08,2.95
3,10/13/2011 15:49,6.95
2,10/14/2011 17:17,0.83
1,10/30/2011 15:19,2.95
6,10/7/2011 9:26,2.89
12,8/2/2011 10:34,1.65
2,7/25/2011 16:57,0.83
1,7/8/2011 12:18,1.95
6,10/27/2011 12:42,4.95
80,3/16/2011 11:41,0.42
16,9/12/2011 9:39,2.89
3,10/31/2011 13:22,1.25
40,3/8/2011 11:39,1.95
1,10/5/2011 15:56,0.83
1,4/19/2011 12:26,7.95
1,7/5/2011 16:53,0.83
2,11/17/2011 15:17,2.46
1,11/29/2011 16:33,4.13
1,12/9/2011 10:26,7.46
1,10/31/2011 13:48,4.13
6,7/19/2011 14:03,3.25
24,2/2/2011 10:56,3.45
1,11/24/2011 15:21,1.25
2,12/13/2010 12:50,9.95
2,12/9/2010 14:09,3.36
2,8/9/2011 17:37,4.13
10,11/6/2011 14:08,7.08
24,4/26/2011 11:51,0.42
6,2/8/2011 12:12,2.46
24,12/23/2010 14:06,0.42
2,9/16/2011 14:04,8.25
4,11/8/2011 15:26,4.15
6,3/2/2011 14:41,2.95
1,1/19/2011 14:12,8.29
3,8/11/2011 16:54,5.95
12,10/21/2011 12:25,2.1
20,5/11/2011 14:25,0.42
1,10/31/2011 14:21,2.08
240,12/14/2010 13:28,4.95
3,12/17/2010 14:49,3.36
1,10/6/2011 18:08,4.25
2,7/5/2011 17:09,0.83
6,7/25/2011 13:54,2.95
24,5/12/2011 9:49,1.25
2,5/17/2011 15:33,2.46
2,4/26/2011 11:59,2.95
48,10/7/2011 15:13,3.39
1,2/25/2011 14:40,8.29
16,11/8/2011 10:27,0.65
36,12/2/2010 10:39,0.42
10,12/4/2011 16:07,2.08
24,1/5/2011 10:58,0.19
10,11/29/2011 12:15,2.08
2,10/28/2011 16:10,6.25
4,6/27/2011 15:04,1.65
6,5/9/2011 14:44,2.55
5,4/26/2011 9:48,2.46
12,10/30/2011 15:57,2.1
2,6/2/2011 15:13,1.45
6,6/9/2011 9:32,1.95
30,11/7/2011 12:34,0.29
1,5/27/2011 15:17,4.13
6,11/10/2011 10:45,4.15
5,11/17/2011 15:16,2.95
9,10/6/2011 16:01,1.45
1,10/2/2011 13:26,0.85
2,7/5/2011 16:53,1.25
1,6/5/2011 14:06,0.85
3,5/13/2011 11:12,0.85
2,11/24/2011 17:10,1.25
1,11/6/2011 12:26,0.83
1,11/9/2011 16:14,2.46
2,10/27/2011 17:00,5.75
1,8/30/2011 10:29,8.29
